external_gene_name	entrezgene_id
ADARB2-AS1	642394
PLCD4	84812
DPY19L3	147991
RGR	5995
FTH1	2495
RP11-684B21.1	100507480
PUF60	22827
UQCRB	7381
CCL5	6352
PDXK	101928493
LINC00700	282980
UCK1	83549
RP11-983P16.4	283335
SERPINB11	89778
KCNAB1-AS2	100874083
KCNAB1-AS1	100874084
RRP9	9136
MIRLET7G	406890
LGI3	203190
MIR135A1	406925
NYX	60506
BAX	581
CSNK1A1P1	161635
SNORD19	692089
NAB1	4664
SNORD69	692109
RBFOX2	23543
SEMA4C	54910
RNASE13	440163
TSPY8	728403
TMEM158	25907
RNASE7	84659
BPNT1	10380
ECI1	1632
CBLN4	140689
SH2B3	10019
AK9	221264
SERPINB3	6317
RNASE8	122665
RNF40	9810
TLR10	81793
ANKRD37	353322
ZNF259	8882
LARS2	23395
GDF11	10220
ZNF552	79818
MC3R	4159
TBC1D15	64786
RCBTB1	55213
P4HA2	101927705
THAP7	80764
EDN1	1906
DAB1	1600
MPP5	64398
RDM1	201299
OVOL2	58495
FAM210B	116151
C15orf53	400359
TLR1	7096
ITGA3	3675
AC015987.1	101928915
BCORL1	63035
RNF212	285498
LINC00701	399708
SARNP	84324
C15orf54	400360
UNC13B	10497
ARHGEF40	55701
ANAPC1	730268
DNAH6	1768
MASTL	84930
ZNF587B	100293516
MRGPRX3	117195
MGME1	92667
ARL11	115761
UFSP2	55325
THBS1	7057
MRGPRX4	117196
RAPGEF1	2889
TLR6	10333
GIT1	28964
MIR5089	100847067
JAKMIP2	9832
DKK4	27121
EBPL	84650
MRPL38	64978
ZNF814	730051
PHACTR1	221692
FUK	197258
SAA4	100528017
RP11-156P1.3	101927060
PET117	100303755
CTAG1A	246100
GTF2A1	2957
IARS2	55699
P2RX6	9127
USP14	9097
FAM114A1	92689
DMXL1	1657
PSAP	5660
CSRP2BP	57325
SAA2	6289
STRC	101930630
MET	4233
SHROOM3	100996628
ARMS2	387715
PARP3	10039
CTAG2	30848
SLC30A2	7780
INCENP	3619
PVRIG	79037
DCP1A	55802
ACTR1A	10121
KPNA3	3839
SLC47A1	55244
OMA1	115209
SPDYE3	441272
APOL3	80833
FOSB	2354
FSIP1	161835
COL21A1	81578
PEX5L	51555
SFTPC	6440
HTRA1	5654
TRIM63	84676
FTL	2512
RNPS1	10921
MEF2C	4208
LARP6	55323
MED24	102466757
ICAM3	3385
C6	729
MED27	9442
STON2	85439
GPR176	11245
GAB3	139716
SULT1C4	27233
PANK3	79646
VDAC3	7419
OCM	654231
MTERFD1	51001
SPRED2	200734
TACSTD2	4070
PDIK1L	149420
RP11-793H13.3	100652999
AURKA	6790
NPPC	4880
ZNF587	84914
ATP6V1D	51382
SAA1	6288
FAM110D	79927
MYSM1	114803
CAPN7	23473
RUSC2	9853
RTN2	6253
TPGS2	25941
ZNF593	51042
GNMT	27232
THOC1	9984
SLC7A14	57709
NTNG2	84628
CASK	8573
SPRYD7	57213
CHKA	1119
ZNF417	147687
HSD17B10	3028
TRPC1	7220
ALYREF	10189
C2orf53	339779
C4orf47	441054
SCGB1D1	10648
RP11-13A1.1	728084
LINC00886	730091
NTN1	9423
SOWAHB	345079
SERPINB7	8710
RP11-686F15.3	102216268
FAM166B	730112
PA2G4P4	647033
CACNA1G	8913
SCGB2A1	4246
PDCD5	9141
TCF23	150921
RAB3GAP2	25782
APOL4	80832
HOXC13-AS	100874366
LRRC49	54839
TYK2	7297
SCGB1D2	10647
SLIT3	6586
TRIM13	10206
AC004862.6	101927269
HOTAIR	100124700
RP11-118K6.3	101927824
JUN	3725
KLHL4	56062
STX8	9482
PITRM1-AS1	100507034
GYS1	2997
MRPL45P2	653479
MINK1	50488
MED13L	23389
SEPT11	55752
POGZ	23126
ZNF418	147686
EZH1	2145
ORMDL2	29095
CNKSR1	10256
TESK1	7016
PCOLCE2	26577
CCDC110	256309
TRIM25	7706
PKP4	8502
DFNB59	494513
CLECL1	160365
FAM178B	51252
IBTK	25998
KCNRG	283518
SERPINB2	5055
CD69	969
GCC2	9648
FBF1	85302
SCGB2A2	4250
ATF1	466
SUV420H1	51111
MLN	4295
SLC5A6	8884
FGGY	55277
FOSL2	2355
RP11-6N17.1	101927122
ANKRD27	84079
SCGB1D4	404552
ATXN2	6311
CYB5R2	51700
SETX	23064
GLS	2744
RP11-6N17.4	100506325
ABCA3	21
DNAJC14	85406
TARS	6897
APOL2	23780
SLC7A4	6545
DLEU1	101929481
GPR62	118442
CCZ1	221960
AGAP6	101060581
EIF2AK4	440275
TMEM156	80008
ASRGL1	80150
MYF6	4618
FKBP7	51661
MIR4522	100616277
ELF4	2000
CSTB	1476
AC002472.13	400891
CHPF2	54480
WDR16	146845
ZNF629	23361
CD72	971
IRF4	3662
DKC1	1736
RP11-857B24.5	101927418
hsa-mir-490	574443
RP11-265N7.1	101928245
SNORD127	100113389
SERPINB10	5273
MYF5	4617
LRRC43	254050
BCL7C	9274
RRP1	8568
RP11-325N19.3	100505534
SRP14-AS1	100131089
DLEU7	220107
ZNF256	10172
KLHL5	51088
LINC00880	339894
GRM4	2914
MMP19	4327
MIR152	406943
PLCXD3	345557
PTDSS1	9791
C19orf18	147685
PPM1N	147699
LINC00881	100498859
CTF1	1489
SMARCD3	6604
MIR1203	100302211
PCBP4	57060
RNASEH2B	79621
APOL1	8542
CLLU1OS	574016
C11orf24	53838
PDCD6	10016
CLLU1	574028
ZNF133	7692
ANAPC11	51529
SIT1	27240
RIMBP3B	440804
ZNF606	80095
HOXB-AS1	100874362
CATSPER2	101930343
RAD51-AS1	100505648
C12orf74	338809
ZNF219	51222
RP11-538P18.2	100996447
CAMK2B	816
HIC2	23119
CDC37	11140
OXCT1	5019
HOOK1	51361
HPS5	11234
PLEKHA3	65977
ARSJ	79642
LINC00871	100506412
RPL22L1	200916
RP11-379F4.4	100287290
BMP1	649
TMPRSS12	283471
PLEKHG7	440107
LRP5	4041
OVCH2	341277
MIR548Y	100500919
DIS3L2	129563
PLB1	151056
FAM21A	387680
CCNF	899
PEX6	5190
LINC00648	100506433
APOA5	116519
NHLRC1	378884
UGT8	7368
TTF1	7270
RIMBP3C	150221
CCDC107	203260
TPMT	7172
UBE2L3	7332
FAM124A	220108
SCGB1A1	7356
COG4	25839
APOA4	337
SLC20A2	6575
HOXB-AS3	404266
FAHD2B	151313
CAPZA2	830
GPR34	2857
MARK1	4139
AC010091.1	100128317
COLEC12	81035
KIAA1328	57536
NDST4	64579
VASP	7408
C9orf171	389799
EEA1	8411
MIR1255B1	101927356
APOC3	345
SERPINE3	647174
PILRB	102466747
EIF5A2	56648
AHNAK	79026
SLC35E2	9906
ALDH3A2	224
BARHL1	56751
PAQR9	344838
GPR82	27197
DZANK1	55184
TBC1D3P5	440419
RSPH10B	222967
RP11-433J20.2	101927946
ARHGEF39	84904
RP11-433J20.1	101927964
MEIS1	4211
LINC00702	100652988
APOA1	335
CPXCR1	53336
HMSD	284293
OR5P2	120065
LINC00703	100507059
MCCC2	64087
MAOA	4128
OR5P3	120066
CYP2J2	1573
MAPK13	5603
OR10A6	390093
MIR3919	100500803
LINC00704	100216001
TGIF2LX	90316
AC003984.1	101927378
LINC00936	338758
OR10A3	26496
LINC00705	338588
NLRP10	338322
AGPAT3	56894
YDJC	150223
MYH9	4627
FAM45A	404636
SRP14	6727
SERPINB8	5271
AKR1C6P	389932
C1orf115	79762
EXOC2	55770
FBXL19	54620
SLC2A2	6514
ZSCAN1	284312
EIF3F	8665
KLRF1	51348
CCSER2	54462
MARC2	54996
DDX31	64794
C16orf59	80178
MPP1	4354
CA9	768
CCDC116	164592
ZNF142	7701
FIG4	9896
BMF	90427
ACOX1	51
INO80D	54891
ZNF135	7694
AIFM1	9131
INTS6	26512
CGN	57530
COIL	8161
RUVBL2	10856
MARC1	64757
NUDT4	11163
METTL7A	25840
U2SURP	23350
AC074183.4	101930185
WDR19	57728
RGS9BP	388531
OPA3	80207
ORAI3	93129
DRAM1	55332
NUDT19	390916
C1orf87	127795
LIN7A	8825
SUFU	51684
HIGD1C	613227
GPR4	2828
WIBG	84305
IL31	386653
CDH7	1005
TNFAIP8	25816
SETD1A	9739
TDRD12	91646
B3GNT4	79369
AC005076.5	101927420
MAOB	4129
SH3BP5	9467
CETN1	1068
HLX	3142
TUB	7275
NR1I2	8856
TP53TG1	11257
KIF20A	10112
SPINK1	6690
TPM2	7169
THAP10	56906
EEF1G	100500804
PARP12	64761
CLUL1	27098
ARL5C	390790
DUSP10	11221
ALPP	250
ACBD5	91452
PDLIM3	27295
CACNA2D1	781
CDCA7	83879
CRIPT	9419
SIK3	23387
DAPL1	92196
THSD4	79875
MITF	4286
SCPEP1	59342
GTF2H1	2965
NDP	4693
CREM	1390
NTN3	4917
CYP2C18	1562
RCC2P3	100616226
HHIPL2	79802
C18orf56	494514
SF3B3	23450
PDE4A	5141
TRAM1L1	133022
CELF4	56853
TANC1	85461
RASGRP3	25780
NFIA	4774
GTF3C4	9329
EFHC2	80258
SDF2L1	23753
RN7SL1	6029
BCS1L	617
TBC1D24	57465
TYMS	7298
NDST3	9348
SPON2	100130872
SPDL1	54908
TMEM253	643382
AK8	158067
CACNB1	782
PPP2R5D	5528
POLR3F	10621
CDH19	28513
CYP2C19	1557
AHRR	57491
OR5AU1	390445
FUNDC1	139341
CCDC53	51019
EML2	24139
TXN2	25828
ATP6V0C	527
NPB	256933
SMIM19	114926
TAF1A	9015
PPIL2	23759
ESRG	790952
DUSP21	63904
CARTPT	9607
CACNA2D3-AS1	100874237
DMBT1	1755
WDFY2	115825
C9orf9	11092
UBE2N	7334
LHB	3972
PPP6R3	55291
MIR3938	100500875
TUFT1	7286
TRIM8	81603
CYP27C1	339761
TM2D1	83941
CGB	114335
B4GALNT3	283358
HSD3B7	80270
CT62	196993
PABPC5	140886
GPR6	2830
SLC11A2	4891
FOXRED2	80020
ZSCAN18	65982
CHST3	9469
ANKRD13B	124930
TRAPPC10	7109
LINC00615	439916
SCGB3A2	117156
CLEC2B	9976
CGB2	114336
C5orf51	285636
DHRS12	79758
TMX3	54495
DGKA	1606
AMDHD2	752014
SPOCK2	9806
SFXN4	119559
WASF1	8936
EIF2S1	1965
TSC1	7248
STX1B	112755
CYP2C9	1559
TLN1	7094
CATSPER4	378807
FOXA1	3169
C5orf46	389336
SOCS5	9655
HNRNPC	3183
SLC7A9	11136
BUB1B	701
ZNF329	79673
LIMD1	8994
DVL3	1857
ACSS3	79611
CCDC70	83446
KLRF2	100431172
DIABLO	56616
CLEC2A	387836
CEP85	64793
NDUFS1	4719
CCNI	10983
SEL1L	6400
LINC01119	100134259
STX4	6810
IL12A-AS1	101928376
ALPPL2	251
ANKRD36	375248
CLEC12A	160364
ZNF274	10782
CHRNB3	1142
MIA3	375056
KDM6A	7403
MIR15B	406949
MIR16-2	406951
TTC6	101059957
SH3BGRL3	83442
MAP1LC3B2	643246
PCYT2	5833
SCARNA7	677767
ERCC3	2071
RIC3	79608
ALPI	248
INADL	10207
CHRNA6	8973
NUB1	51667
C12orf49	79794
EIF3D	8664
CEP89	84902
SDC2	6383
SP3	6670
GFI1B	8328
LDHA	3939
THAP1	55145
PDIA3	2923
MYO9A	4649
PLEK2	26499
NINJ2	4815
SPINK5	11005
PILRA	29992
JHDM1D-AS1	100134229
ECEL1	9427
SNX27	81609
MCFD2	90411
TUT1	64852
HUWE1	10075
USP43	124739
RNF170	81790
ENOSF1	55556
LMO1	4004
NDUFB2-AS1	100134713
UBXN11	91544
ATP7B	540
TMEM229B	161145
PDPK1	101060747
KEAP1	9817
YPEL1	29799
PIK3C3	5289
ASAH2	56624
PMS2	5395
PYY2	23615
CCNG2	901
CREB3	10488
SACM1L	22908
PXMP2	5827
FLRT2	100506718
IL34	146433
MAPK1	5594
FBXO4	26272
HMGA1	3159
GTF3C5	9328
ABHD14B	84836
HSD17B4	3295
S1PR5	53637
MTA2	9219
FAM98A	25940
NAP1L3	4675
ELL3	80237
MBOAT2	129642
STK33	65975
RP11-3P17.4	101243545
FAM133A	286499
C19orf40	91442
ZCWPW1	55063
TNIK	23043
CPQ	10404
SORBS2	8470
ATG4D	84971
WDR25	79446
NADK	65220
RNFT2	84900
TEN1	100134934
CACNG2	10369
AIDA	64853
PPY2	23614
METTL6	131965
MTSS1L	92154
MAP1B	4131
CXorf36	79742
CTD-2008P7.6	101060106
KRT18P55	284085
TRABD2A	129293
ASCC1	51008
CLEC1B	51266
IFT27	11020
CETN3	1070
EAF1	85403
PAFAH1B2	5049
GBA2	57704
DIAPH2	1730
MRPL42	28977
GSK3B	2932
CT64	647107
CYP2C8	1558
KRBOX4	55634
CELF3	11189
ALG11	440138
CCDC102B	79839
ZNF544	27300
C19orf83	100287177
PAK6	56924
RHPN2	85415
ZNF668	79759
DOCK2	1794
RBBP9	10741
CXCL13	10563
AIMP2	7965
PLEKHH1	57475
BROX	148362
UTP14C	9724
MIR1263	100302148
KCTD5	54442
L1TD1	54596
NUP37	79023
CGB7	94027
POLDIP2	26073
HRK	8739
GIPR	2696
PWP2	5822
ARL3	403
NEK5	341676
PVALB	5816
GNB1	2782
ZNF674	641339
NTF4	4909
PPM1F	9647
PRSS27	83886
RP11-861L17.3	101927453
AKAP1	8165
CEL	1056
KANK4	163782
ZNF646	9726
MARS	102465454
ARHGEF3-AS1	100874200
DOK6	220164
KCNA7	3743
PDK2	5164
WDSUB1	151525
RIT2	6014
PGAM5	192111
NCF4	4689
GALC	2581
CHST7	56548
PRSS12	8492
GHR	2690
RP11-755B10.3	101929159
CNOT6L	246175
WNK1	65125
PPFIA2	8499
FLNB-AS1	101929182
SIDT2	51092
FAM177B	400823
SLC9A7	84679
THRA	7067
RNF25	64320
C5orf55	116349
TRIM66	9866
RP11-147N17.1	101929238
COLQ	8292
CALML6	163688
NEK3	4752
SNRNP70	6625
SEC23B	10483
RGP1	9827
C15orf56	644809
KRI1	65095
C21orf33	8209
DISP1	84976
C2orf78	388960
CDK3	1018
HOOK3	84376
EXOC3	11336
SYT4	6860
METTL14	57721
TMEM52	339456
SRRM2	23524
USP1	7398
VAC14	55697
TSPYL5	85453
MSMP	692094
USP6NL	100507213
RP2	6102
EML3	256364
PCLO	27445
SFXN2	118980
SERF2	25764
TLR5	7100
OLA1	29789
TOP3B	8940
SNRPD2	6633
RP11-747D18.1	101928405
VPS33A	65082
CSF2RB	1439
STAMBP	10617
C1orf222	85452
MTDH	92140
RIIAD1	284485
FBXW8	26259
NPR2	4882
JADE3	9767
QPCTL	54814
THSD1	55901
YES1	7525
MRPL1	65008
LIN7B	64130
RALGDS	5900
SUSD4	55061
ANKLE2	23141
TEX33	339669
CORO6	84940
PLCB2	5330
TMSB10	9168
SSTR1	6751
VPS36	51028
RFC1	5981
RPL27A	6157
RGN	9104
CLEC14A	161198
PRSS53	339105
CLEC12B	387837
CD226	10666
NR1D1	9572
ADCYAP1	116
CHRNE	1145
GABRD	2563
DTD1	92675
SEC24D	9871
TPBG	7162
TST	7263
CD52	1043
KCMF1	56888
EIF2AK1	27102
MRPL9	65005
STAT1	6772
LAPTM4B	55353
GPATCH1	55094
CLEC9A	283420
GAL	51083
LDHC	3948
C17orf107	100130311
C20orf78	100128496
VKORC1	79001
ICOSLG	23308
UBE3D	90025
SOCS2	8835
SEC23A	10484
SCP2D1	140856
YARS2	51067
NDUFB11	54539
AIM1L	55057
COX5B	1329
FBXO46	23403
ABHD14A	25864
C1orf65	164127
CTBP1	1487
MIR570	693155
TCEB2	6923
MPST	4357
AC124944.5	101929697
SENP8	123228
ST7	102466616
SGMS1	259230
GP1BA	2811
CDC40	51362
SIX5	147912
SLC25A11	8402
SPAG8	26206
CAPN8	388743
CKAP2	26586
CLEC1A	51267
SLC24A3	57419
ZSCAN22	342945
ATRAID	51374
METTL4	64863
RFC4	5984
C19orf73	55150
GH2	2689
C6orf1	221491
A1BG	1
MSL1	339287
ASAP2	8853
DOCK7	85440
KCTD17	79734
BCKDK	10295
MEPCE	56257
PRKCZ	5590
ZNF683	257101
SETBP1	26040
EVPL	2125
OAZ3	51686
PRSS33	260429
RTTN	25914
HINT2	84681
TCF7L1	83439
GRAMD2	196996
ZNF497	162968
RBM10	8241
HUS1B	135458
PRSS56	646960
PPFIA3	8541
DNMT3L	29947
DMPK	1760
ACY1	95
MBLAC2	153364
MATN2	100506558
HNRNPA1L2	144983
GBGT1	26301
ZNF837	116412
SLC9A3	6550
SLC6A20	54716
FNTA	2339
SLC14A2	101930602
PKP2	5318
CAPN2	824
PRSS21	10942
PRDX3	10935
CHRND	1144
RPS5	6193
SUGT1	10910
FEZ2	9637
AL121761.2	101930064
WDR86	349136
TAGLN	6876
TMPRSS6	164656
CDKN2D	1032
STK36	27148
TPH2	121278
SMIM9	100132963
FOXQ1	94234
RPGRIP1	57096
NDC80	10403
FOXF2	2295
TMEM8B	51754
RIN2	54453
MAEA	101928676
MAP3K2	10746
CHST2	9435
ACTR1B	10120
VPREB1	7441
ROM1	6094
F8	2157
SEMA3E	9723
AP1M2	10053
SLC9A9	285195
ZG16B	124220
KLB	152831
AC012313.1	646862
STEAP2-AS1	100874100
HYDIN	101930373
METTL24	728464
DPY19L2P4	442523
GEMIN2	8487
ZNF584	201514
RPA4	29935
AC002456.2	101930246
LDHAL6A	160287
SLC14A1	6563
DDO	8528
BEGAIN	57596
LECT1	11061
MTL5	9633
PCDH19	57526
PRSS22	64063
FAM221B	392307
CRADD	8738
AIRE	326
TRHDE	29953
CLIP1	6249
IL2RB	3560
B3GAT3	26229
FOXC1	2296
POLR3G	10622
CCDC152	100129792
TESC	54997
ANAPC16	119504
OR13J1	392309
DHRS7C	201140
HRCT1	646962
BAZ2B	29994
CRYGN	155051
ANKRD61	100310846
OR2S2	56656
ZNF280B	140883
POMK	84197
FLYWCH2	114984
TSG101	7251
PCDH8	5100
SLC22A16	85413
DHDDS	79947
TP53BP2	7159
ZNF280A	129025
RECK	8434
KAT8	84148
C1QTNF6	114904
NUDT3	11165
GPR156	165829
ZNF132	7691
RP11-298O21.3	100996456
CLEC7A	64581
FRAS1	80144
PARPBP	55010
CPT1A	1374
SSH2	85464
RPS10-NUDT3	100529239
SEPP1	6414
USP42	84132
ZNF324B	388569
ANKRD63	100131244
RPL9	6133
SPINK14	408187
LZTFL1	54585
SSTR3	6753
PHYHIP	9796
GOLGA3	2802
PKM	5315
OLFM4	10562
RPS10	6204
PRAME	23532
SPINK6	404203
C15orf52	388115
FLYWCH1	84256
TTN	7273
SERINC4	619189
CHRNG	1146
RAC2	5880
MEA1	4201
FOXP1	27086
GLP2R	9340
PRR20A	729250
TDRKH	11022
ANGPTL3	27329
FBXO21	23014
UBA1	7317
MIR3155A	100628560
GLIPR2	152007
TIGD1	200765
HRC	3270
SMCHD1	23347
POLR3D	661
KLHDC3	116138
CAD	790
PHGR1	644844
H2AFB1	474382
F8A1	474383
C10orf129	142827
LYSMD3	116068
MRPL21	219927
RHEB	6009
DISP2	85455
SLC44A2	57153
EIF4E2	9470
CCIN	881
TLR3	7098
CYTH4	27128
MSI2	124540
GANAB	23193
PCSK7	9159
MFAP1	4236
LRRC58	116064
WDR88	126248
DOPEY1	23033
GMDS	2762
ATG4C	84938
HGSNAT	101929678
FUNDC2	65991
RP11-563J2.2	399715
KNSTRN	90417
CLTA	1211
KREMEN2	79412
LRP3	4037
RAB33A	9363
FBXO28	23219
PCDH17	27253
PIGH	5283
ST5	6764
PRKCQ-AS1	439949
MRPS27	23107
DST	667
C1orf86	199990
UVSSA	57654
WDR76	79968
RAD52	5893
SRP68	6730
RP11-554I8.1	101928150
ZNF280C	55609
HACL1	26061
LINC00707	100507127
DLK1	8788
DDIT4	54541
NAA20	51126
SLC7A10	56301
DEGS1	8560
TRPM4	54795
ELFN2	114794
ITGB1BP1	9270
GPR98	84059
FAM170A	340069
CEP72	55722
PRSS8	5652
CDK19	23097
PPP1R35	221908
TGOLN2	10618
FOXD3	27022
MTCP1	4515
RNF214	257160
MFNG	4242
TNMD	64102
SEMA3A	10371
CEBPA	1050
SDHAP1	727956
SIGLEC15	284266
CEBPG	1054
RRP36	88745
MIR1285-1	100302218
ALG6	29929
IGHMBP2	3508
WBP1L	54838
TSPAN6	7105
RNU6-10P	100873745
PRSS36	146547
PIWIL2	55124
RPL30	6156
GNE	10020
AC002454.1	101927497
PFKL	5211
CRNKL1	51340
MIR653	724023
MIR489	574442
FRMD5	84978
RNF167	26001
CYP17A1	1586
DNAJB12	54788
ATXN7L3B	552889
MIR4652	100616206
ASAH2B	653308
PKMYT1	9088
PEPD	5184
ARG2	384
STAT4	6775
SPINK13	153218
SUPT16H	11198
CARD10	29775
PROC	5624
HMGN2	3151
TRAPPC6B	122553
DDIT3	1649
EFHD1	80303
KCNC2	3747
C10orf32	119032
VTI1B	10490
EPG5	57724
CDK16	5127
DIAPH3	81624
LINGO4	339398
SPINK7	84651
C3orf58	205428
ZNF324	25799
C7orf61	402573
SKI	6497
ACTG2	72
SLC25A14	9016
LIAS	11019
TSC22D4	81628
NVL	4931
FAM196B	100131897
MRGPRD	116512
CMC4	100272147
CCR9	10803
ZNF446	55663
FOXI1	2299
MRGPRF	116535
RPL29	6159
SOCS6	9306
FSTL1	11167
TTC7A	57217
CRIPAK	285464
A1CF	29974
C5orf58	133874
SYT10	341359
ITGB3BP	23421
GTSCR1	220158
SIRT7	51547
SPINK9	643394
PDLIM1	9124
RORC	6097
SYNPO2	171024
NUDCD3	23386
MBD6	114785
GATA3-AS1	399717
FAM53A	152877
CDC42EP1	11135
RNF38	152006
CBLN2	147381
DUSP7	1849
CYTH3	9265
CSH1	2688
MORN1	79906
SLC27A5	10998
LINC00885	401109
CMTR2	55783
ANXA2R	389289
PRR16	51334
NYAP1	222950
SEMA3D	223117
LGALS2	3957
RPS6KA1	6195
PAQR4	124222
SLBP	7884
LINC00708	100507143
DMWD	1762
CAPS2	84698
GPR65	8477
SNORD42B	26808
NETO1	81832
TTLL4	9654
AC010761.8	26773
ZBTB45	84878
EMILIN2	84034
SNORD4B	26772
PNN	5411
CALB2	794
CLDN9	9080
BRCC3	79184
KCNK10	54207
RSPH6A	81492
CLDN6	9074
ZNF131	100506639
TPCN2	219931
PACSIN1	29993
CUL7	9820
LPIN2	9663
IVD	3712
BTD	686
TNFRSF12A	51330
UEVLD	55293
POC1A	25886
EFCAB7	84455
FAM149A	25854
RETSAT	54884
IGLL5	100423062
TRIM28	10155
USP11	8237
PRKAG2	51422
C2CD4D	100191040
SLC39A14	23516
CASC4	113201
MIR451B	100616385
GGA1	26088
C8orf47	203111
MYOZ2	51778
FYCO1	79443
CHST8	64377
AS3MT	57412
THEM5	284486
ALG10	84920
LETMD1	25875
HCFC1R1	54985
UBXN7-AS1	100874034
GRK5	2869
RP11-455G16.1	101929762
TDRD3	81550
LINC01063	101929769
RNU6-42P	100302742
ANXA3	306
CNIH4	29097
SYMPK	8189
THEM4	117145
NCBP2-AS2	152217
RER1	11079
MFI2-AS1	100507057
SPIDR	23514
BAHD1	22893
KCTD15	79047
MELK	9833
AGFG2	3268
PARP6	56965
USP53	54532
RTDR1	27156
ILF3	3609
AP2M1	1173
PGM1	5236
RP11-169F17.1	400655
TMEM129	92305
MIR591	693176
FTMT	94033
CCDC182	101927581
RP11-682N22.1	100506136
S100A10	6281
RDH11	51109
PSTPIP2	9050
MIR10A	406902
SRFBP1	153443
C17orf78	284099
MRPS23	51649
ZNF157	7712
MIR196A1	406972
INTS5	80789
MYOM1	8736
PCDH20	101926951
FBXO15	201456
GNAZ	2781
PTCD2	79810
THOC6	79228
MYEOV	26579
SPTY2D1	144108
SP9	100131390
HRSP12	10247
ZNF41	7592
S100A11	6282
AL445989.1	101927016
DLX6-AS1	285987
CTD-2377D24.6	100506373
ECHDC3	79746
ANKRD28	23243
LINC00709	100507163
FBXO38	81545
C11orf48	102288414
TACC3	10460
PRAC2	100422978
CYC1	1537
PXN	5829
PFN1	5216
RP5-933E2.1	101928298
CIR1	9541
PCDH9	5101
RAB36	9609
CCND1	595
CHST14	113189
CUEDC1	404093
TCHHL1	126637
WDR26	80232
ZNF23	7571
TMEM86A	144110
ALG10B	144245
CYP4V2	285440
LOX	4015
GIGYF2	26058
POP1	10940
SLC30A3	7781
VBP1	7411
TCHH	7062
PLOD2	5352
KLHL1	57626
ARAF	369
C15orf57	90416
ROR1	4919
IGSF22	283284
SH3BP1	23616
RPTN	126638
BACE1	23621
CHMP2A	27243
CTDSPL2	51496
RAMP2	10266
PEX10	5192
GRM3	2913
HRNR	388697
SHARPIN	81858
RCVRN	5957
METTL12	751071
SPDEF	25803
PPP3CC	5533
ENO3	2027
BMP2K	55589
NDUFB4	4710
UBE2U	148581
BRPF3	27154
UBE2M	9040
SFTA1P	207107
FLG	2312
CCDC64B	146439
PRKG1	5592
ADIPOQ	9370
DACH1	1602
SLC6A16	28968
AKIP1	56672
SYN1	6853
OLR1	4973
MIR4523	100616122
TADA2A	6871
ORAOV1	220064
CNNM2	54805
ATP5A1	498
C6orf106	64771
TIMM21	29090
C11orf83	790955
PDXP	57026
RAB39B	116442
FLG2	388698
MMP25	64386
CLIC2	1193
LGALS1	3956
CACHD1	57685
VPS25	84313
PAX5	5079
TIMP1	7076
NIPAL2	79815
CRNN	49860
DGUOK	1716
ZNF19	7567
C21orf2	755
RGS10	6001
UBXN1	51035
C4orf3	401152
CYB5A	1528
LCE5A	254910
H2AFB2	474381
MZT1	440145
NOL12	79159
PTPN5	84867
ZAP70	7535
C11orf16	56673
CNIH3	149111
CRCT1	54544
RP1-62O9.3	124871
FABP2	2169
GAS7	8522
LCE3E	353145
MIR4797	100616216
BORA	79866
BCR	613
DLG1-AS1	100507086
LCE3D	84648
CFP	5199
UGDH	7358
FAM220A	84792
FOXA3	3171
FGFR3	2261
RP13-616I3.1	100129516
LCE3C	353144
IRF2BP1	26145
PLCH2	9651
KIAA0355	9710
EIF3J	8669
STK3	6788
LCE3B	353143
TMLHE	55217
MYPOP	339344
RPUSD2	27079
FUS	2521
NANOS2	339345
ERC1	23085
AC024560.3	220729
LCE3A	353142
KIAA1324L	222223
EFCAB5	374786
NOVA2	4858
LCE2D	353141
RAVER2	55225
ERAP1	51752
ELK1	2002
LCE2B	26239
ASCL3	56676
SPATA7	55812
MZF1	7593
LCE2C	353140
C18orf63	644041
LCE2A	353139
MYO1B	4430
TRIOBP	11078
ZCCHC7	84186
RP11-496H1.2	101930159
MIR922	100126321
SRPX2	27286
CYP27A1	1593
C20orf26	26074
LCE4A	199834
FAM69C	125704
UXT	8409
WASH5P	375690
MICU1	10367
CASC5	57082
TET3	200424
CD37	951
C1orf68	100129271
ARID1A	8289
FGF19	9965
PAQR3	152559
JAK1	3716
DIS3	22894
ST6GAL1	6480
KPRP	448834
TRPM2	7226
ZNF81	347344
FAM138F	654835
LCP2	3937
FGF4	2249
LCE1F	353137
CHD8	57680
LRRN4CL	221091
PDE5A	8654
LCE1E	353135
GPI	2821
TMEM8C	389827
LCE1D	353134
ELMOD3	84173
ZNF182	7569
HGD	3081
SYTL4	94121
LCE1C	353133
ALAS1	211
RP11-1079K10.5	101927207
RP5-1029K10.2	100288866
KCNS2	3788
LCE1B	353132
CPNE8	144402
ANKRD18DP	348840
H1F0	3005
LCE1A	353131
DNAH14	127602
PGM3	5238
ADAMTSL2	100996396
LCE6A	448835
PYCARD	29108
C10orf120	399814
ZNF630	57232
OSR2	116039
SMCP	4184
GCAT	23464
PHF8	23133
CNDP2	55748
TMEM52B	120939
GRHPR	9380
C6orf195	154386
BOLA3	388962
MRGPRX1	259249
TPPP	11076
MRGPRX2	117194
HAUS1	115106
AK4	100507855
TRIM72	493829
RTL1	388015
ANO1	55107
FAM163B	642968
PIBF1	10464
IVL	3713
CUZD1	50624
SPACA5	729201
NAA11	84779
